865	-97485.3	-1.33866e-10	4158.9	99999.7	1.49498e-11	-239.302	299999	2.31921e-11	-722.2	0
870	-97469.5	-1.28011e-10	4180.58	99999.7	1.2335e-11	-239.326	299999	2.6148e-11	-722.324	0
875	-97453.6	-1.34719e-10	4202.25	99999.7	4.49063e-12	-239.351	299999	2.22826e-11	-722.448	0
880	-97437.7	-1.36822e-10	4223.92	99999.7	6.53699e-12	-239.376	299999	2.11458e-11	-722.573	0
885	-97421.8	-1.42052e-10	4245.57	99999.7	2.16005e-12	-239.401	299999	1.56888e-11	-722.698	0
890	-97405.8	-1.37902e-10	4267.21	99999.7	8.35598e-12	-239.426	299999	1.36424e-11	-722.825	0
895	-97389.9	-1.33866e-10	4288.85	99999.7	6.42331e-12	-239.452	299999	2.41016e-11	-722.952	0
900	-97373.9	-1.36936e-10	4310.47	99999.7	4.88853e-12	-239.477	299999	2.45564e-11	-723.079	0
905	-97357.9	-1.4586e-10	4332.08	99999.7	-1.93268e-12	-239.503	299999	2.13731e-11	-723.208	0
910	-97341.9	-1.41483e-10	4353.68	99999.7	6.59384e-12	-239.528	299999	3.25144e-11	-723.337	0
915	-97325.9	-1.50294e-10	4375.28	99999.7	2.21689e-12	-239.554	299999	3.06954e-11	-723.466	0
920	-97309.9	-1.53307e-10	4396.86	99999.7	7.10543e-12	-239.58	299999	3.52429e-11	-723.597	0
925	-97293.8	-1.58934e-10	4418.43	99999.6	6.59384e-12	-239.607	299999	3.36513e-11	-723.728	0
930	-97277.8	-1.61208e-10	4439.99	99999.6	4.60432e-12	-239.633	299999	2.93312e-11	-723.86	0
935	-97261.7	-1.56035e-10	4461.55	99999.6	1.33582e-11	-239.659	299999	3.56977e-11	-723.993	0
940	-97245.6	-1.56604e-10	4483.09	99999.6	8.75389e-12	-239.686	299999	3.97904e-11	-724.126	0
945	-97229.5	-1.55296e-10	4504.62	99999.6	1.36993e-11	-239.713	299999	4.38831e-11	-724.26	0
950	-97213.4	-1.53648e-10	4526.15	99999.6	2.00657e-11	-239.74	299999	4.95675e-11	-724.395	0
955	-97197.3	-1.4694e-10	4547.66	99999.6	2.52953e-11	-239.767	299999	5.54792e-11	-724.53	0
960	-97181.1	-1.52227e-10	4569.16	99999.6	1.98952e-11	-239.794	299999	4.59295e-11	-724.666	0
965	-97164.9	-1.58138e-10	4590.65	99999.6	2.05205e-11	-239.821	299999	4.54747e-11	-724.803	0
970	-97148.7	-1.59787e-10	4612.14	99999.6	1.65983e-11	-239.849	299999	4.3201e-11	-724.941	0
975	-97132.5	-1.61947e-10	4633.61	99999.6	1.36993e-11	-239.876	299999	4.57021e-11	-725.079	0
980	-97116.3	-1.69507e-10	4655.07	99999.6	7.3328e-12	-239.904	299999	3.79714e-11	-725.218	0
985	-97100.1	-1.74225e-10	4676.52	99999.6	5.91172e-12	-239.932	299999	3.88809e-11	-725.358	0
990	-97083.8	-1.78318e-10	4697.97	99999.6	9.77707e-12	-239.96	299999	4.11546e-11	-725.498	0
995	-97067.6	-1.70246e-10	4719.4	99999.6	1.22213e-11	-239.988	299999	4.04725e-11	-725.639	0
1000	-97051.3	-1.63652e-10	4740.82	99999.6	1.93268e-11	-240.016	299999	4.95675e-11	-725.781	0
1005	-97035	-1.58934e-10	4762.23	99999.6	2.48406e-11	-240.045	299999	5.93445e-11	-725.923	0
1010	-97018.7	-1.5126e-10	4783.64	99999.6	2.52385e-11	-240.073	299999	6.52562e-11	-726.066	0
1015	-97002.4	-1.51431e-10	4805.03	99999.6	3.00133e-11	-240.102	299999	6.84395e-11	-726.21	0
1020	-96986	-1.52511e-10	4826.41	99999.6	3.5584e-11	-240.131	299999	6.84395e-11	-726.355	0
1025	-96969.7	-1.53932e-10	4847.78	99999.6	3.68345e-11	-240.16	299999	6.36646e-11	-726.5	0
1030	-96953.3	-1.57797e-10	4869.15	99999.6	3.43903e-11	-240.189	299999	5.38876e-11	-726.646	0
1035	-96936.9	-1.58423e-10	4890.5	99999.6	3.79146e-11	-240.218	299999	5.16138e-11	-726.793	0
1040	-96920.5	-1.61265e-10	4911.84	99999.6	3.39355e-11	-240.248	299999	4.6839e-11	-726.941	0
1045	-96904.1	-1.58309e-10	4933.17	99999.6	3.47313e-11	-240.277	299999	4.34284e-11	-727.089	0
1050	-96887.7	-1.64619e-10	4954.5	99999.6	2.77396e-11	-240.307	299999	3.88809e-11	-727.238	0
1055	-96871.2	-1.65528e-10	4975.81	99999.6	2.46132e-11	-240.337	299999	3.79714e-11	-727.387	0
1060	-96854.7	-1.63539e-10	4997.11	99999.6	3.09228e-11	-240.367	299999	4.43379e-11	-727.537	0
1065	-96838.3	-1.63084e-10	5018.4	99999.6	2.98428e-11	-240.397	299999	4.3201e-11	-727.688	0
1070	-96821.8	-1.6405e-10	5039.68	99999.6	2.43858e-11	-240.427	299999	3.86535e-11	-727.84	0
1075	-96805.2	-1.65358e-10	5060.96	99999.6	1.83036e-11	-240.458	299999	3.34239e-11	-727.992	0
1080	-96788.7	-1.69791e-10	5082.22	99999.6	2.06342e-11	-240.488	299999	3.61524e-11	-728.145	0
1085	-96772.2	-1.7053e-10	5103.47	99999.6	2.02931e-11	-240.519	299999	3.70619e-11	-728.299	0
1090	-96755.6	-1.75419e-10	5124.71	99999.6	1.89289e-11	-240.55	299999	3.43334e-11	-728.454	0
1095	-96739	-1.80819e-10	5145.94	99999.6	1.66551e-11	-240.581	299999	3.72893e-11	-728.609	0
1100	-96722.4	-1.79739e-10	5167.16	99999.6	1.94973e-11	-240.612	299999	3.63798e-11	-728.765	0
1105	-96705.8	-1.88493e-10	5188.38	99999.6	1.51772e-11	-240.643	299998	2.86491e-11	-728.922	0
1110	-96689.2	-1.87867e-10	5209.58	99999.6	1.56319e-11	-240.675	299998	2.45564e-11	-729.079	0
1115	-96672.6	-1.85651e-10	5230.77	99999.6	2.34195e-11	-240.706	299998	2.70575e-11	-729.237	0
1120	-96655.9	-1.83888e-10	5251.95	99999.6	2.55227e-11	-240.738	299998	2.7967e-11	-729.396	0
1125	-96639.3	-1.79227e-10	5273.12	99999.6	2.55227e-11	-240.77	299998	3.25144e-11	-729.555	0
1130	-96622.6	-1.86333e-10	5294.28	99999.6	2.55795e-11	-240.802	299998	3.54703e-11	-729.715	0
1135	-96605.9	-1.9196e-10	5315.43	99999.6	2.29079e-11	-240.834	299998	2.68301e-11	-729.876	0
1140	-96589.2	-1.94461e-10	5336.57	99999.6	2.251e-11	-240.866	299998	1.97815e-11	-730.038	0
1145	-96572.4	-1.96678e-10	5357.7	99999.6	2.09752e-11	-240.898	299998	2.13731e-11	-730.2	0
1150	-96555.7	-1.91051e-10	5378.82	99999.6	2.92744e-11	-240.931	299998	2.86491e-11	-730.363	0
1155	-96538.9	-1.96053e-10	5399.93	99999.6	2.96154e-11	-240.964	299998	2.7967e-11	-730.527	0
1160	-96522.2	-1.92529e-10	5421.03	99999.6	3.5925e-11	-240.996	299998	2.77396e-11	-730.691	0
1165	-96505.4	-2.00146e-10	5442.12	99999.6	3.29123e-11	-241.029	299998	2.68301e-11	-730.856	0
1170	-96488.6	-1.98895e-10	5463.2	99999.6	3.38218e-11	-241.062	299998	2.70575e-11	-731.022	0
1175	-96471.7	-1.94518e-10	5484.27	99999.6	3.67777e-11	-241.096	299998	3.56977e-11	-731.188	0
1180	-96454.9	-1.98497e-10	5505.33	99999.6	3.80282e-11	-241.129	299998	3.43334e-11	-731.356	0
1185	-96438.1	-1.94404e-10	5526.38	99999.6	4.55316e-11	-241.162	299998	4.16094e-11	-731.523	0
1190	-96421.2	-1.93268e-10	5547.42	99999.6	4.65548e-11	-241.196	299998	4.22915e-11	-731.692	0
1195	-96404.3	-1.93097e-10	5568.45	99999.6	4.34852e-11	-241.23	299998	4.02451e-11	-731.861	0
1200	-96387.4	-2.01055e-10	5589.47	99999.5	4.12683e-11	-241.264	299998	3.56977e-11	-732.031	0
1205	-96370.5	-1.97815e-10	5610.48	99999.5	4.11546e-11	-241.298	299998	3.91083e-11	-732.202	0
